
518965	88756	22399	823277	288625
30236	478048	298369	224589	248351
804819	297547	563158	302629	993717
860458	203979	560375	925339	379695
609742	711369	763370	503237	787571
465570	61791	653111	253523	855374
756627	648741	395514	749528	597991
698332	206556	188860	179180	822716
423920	844529	247969	265930	760411
129983	371932	990672	139776	27585
670100	48921	989878	429887	974001
427485	20706	886392	847301	843482
822055	7412	913440	67646	797032
540823	308115	760856	581821	39398
125981	708866	52067	900195	554133
823743	751966	876472	975503	380023
697284	274108	598654	357955	248237
613978	969383	93343	305537	899209
861178	787586	332860	544301	207622
654211	731945	182365	69067	711900
778793	275484	716409	423537	896610
202091	175174	517030	271138	255416
784101	112305	107932	172352	408082
505965	376329	18820	927609	612803
72462	691149	859130	252630	885522
857331	901638	987087	152865	505168
28630	347292	393209	403888	755604
35985	260076	990235	622615	857403
322049	529878	460647	592422	922544
125224	914604	889019	341489	443128
636038	915985	299115	210608	19936
83607	917131	379979	71366	60734
409898	517883	383536	662443	140894
117252	539536	975059	777294	526188
330317	895360	439373	125970	818527
144945	682085	157272	807034	570394
705434	311899	995229	634842	852857
515825	784073	619901	995620	424331
174188	602308	748893	814751	264212
734838	831466	605313	208869	281611
702221	671913	210611	742753	922868
826702	820167	716301	585250	636067
178028	212319	132535	529863	838041
51791	526268	966162	244283	166190
98343	453931	59060	299479	482786
408388	255136	119383	540015	322717
341441	799955	300577	87688	311370
753102	362578	895462	906660	128517
557874	143481	135787	838428	786023
415071	91408	338962	340119	155103
422818	274218	403079	850995	599142
657778	269804	647411	636427	369541
915111	906910	63038	854577	128145
398728	563899	377868	395142	31881
532747	443511	113599	212851	808996
574329	325690	632596	712246	937798
384964	283929	137316	541048	128112
455093	973864	848055	899086	878881
425893	418063	940124	821072	537089
730956	193238	553549	368230	748987
943571	977464	309104	527587	314084
413996	774772	210315	484638	689031
463198	417561	977728	853132	922665
378320	20598	149967	867158	156000
543090	974290	594324	119625	234124
165728	964131	897872	522418	305065
446883	951532	775585	521385	295519
868277	294795	462863	396701	148411
87553	525927	505490	250936	843891
233708	563141	711514	843627	531096
142025	898541	691763	106044	492954
590269	434351	381795	532769	493437
197218	105696	428339	220027	49536
466162	215514	965409	563231	321683
193227	723444	724912	814633	982609
523206	757961	320930	108432	266871
846632	526620	594064	891570	689865
433220	182261	427228	377729	902139
718776	822405	732746	82551	386092
748734	338156	362382	341496	473755
732623	862485	706124	774864	923279
570899	603389	313270	654230	563918
15105	157388	185764	401882	834907
247871	241784	634450	738183	300226
530709	27118	142136	670407	170631
540419	405776	317139	1822	349545
440329	835542	789670	624511	19972
693175	876342	85841	13912	871150
303157	951587	119876	413790	129186
450144	251609	201575	135940	219604
873747	273524	252323	813968	419119
402123	287214	446496	646681	715286
179224	623431	371949	646959	577906
903535	272112	791846	21896	911450
949741	406600	776589	887875	405089
260045	658771	666	101113	163101
647275	130772	358809	996763	155864
615637	728361	757564	885566	359537
458216	622744	102846	63686	253529
527452	13311	467608	503862	701203
780072	186818	352930	552374	114726
983684	150286	519286	240761	839600
195758	509675	569583	988144	697586
176438	23637	26348	193352	24206
721387	342882	751805	582633	380081
499068	166934	84594	249149	951042
323670	154186	235682	886968	142012
274262	598012	980969	485160	518836
215024	928114	582900	436822	554338
426220	448594	3137	162458	631256
456051	845276	210899	940115	847202
650557	706574	17402	28724	688169
448344	296894	289985	822608	990361
595317	571738	707428	577335	624879
143631	455235	244921	527884	247998
449343	988301	386283	52187	130270
639417	167192	326219	182036	598796
405272	48289	847453	67225	93436
842770	342176	692083	160204	543538
126881	984363	585262	577790	630900
21846	64713	538691	366030	898879
390245	407597	17098	289906	87937
266048	113088	299285	883465	956802
276118	127041	14144	621052	965648
141642	126972	357027	94754	767873
112004	202672	482681	51240	278983
309358	355668	486527	307936	302480
690836	397961	962566	23128	798165
514350	442075	581304	484628	563337
433003	396618	115074	897570	636959
199840	862185	335163	149850	974768
748656	36612	223084	734813	914419
23406	783171	77356	459708	571453
259874	102985	1324	329437	147554
799121	858236	835643	251802	93993
584018	382241	184944	806568	624948
496683	739707	245671	96388	563412
358351	831959	962532	78948	659000
759491	440564	280450	373021	357898
48770	59188	339414	982551	500645
88399	941429	273387	330305	373695
985411	896211	228999	941447	784451
219868	398645	638319	816777	660667
138408	623641	854130	939640	930442
927609	723527	999837	90101	831832
207017	977852	726912	485055	773330
112938	816342	495255	98811	827359
583040	744421	482238	861746	501746
856480	284876	425567	774844	393874
721010	781240	927378	687453	216249
667618	861376	1227	319223	44034
942745	512567	960271	676916	761955
903699	929306	474411	767857	634002
720041	72167	95592	27328	158083
396964	343432	818173	258389	400374
83373	256972	624627	667248	266950
361937	114748	812745	50283	400346
796600	395496	630062	27434	394440
659961	580159	592097	573635	398793
412909	72461	329183	377519	624056
782781	990378	78737	364074	23290
906068	387439	49304	943834	640831
67821	150207	653633	395614	888709
303834	589751	621734	180029	591615
249854	770622	930304	425506	584101
164492	357727	849099	958762	415683
175481	677579	957012	694660	969151
268254	545917	273420	640901	297823
921492	228363	917559	371757	489759
900454	519339	221765	879106	199613
995312	774703	254599	308645	970750
214314	197249	631852	866722	503445
429562	601505	894252	89264	526650
360710	68367	457985	753198	895756
443472	633871	721337	805700	101014
744349	402814	877379	466862	506462
745551	596806	717660	512787	884294
169182	789145	762093	602566	679717
518389	255747	353183	60767	645040
63830	709144	321188	709572	403002
220486	992498	893589	207526	822161
718130	633713	249209	77101	271249
455986	170223	832524	469933	39722
693337	801980	789308	746217	60053
733765	29013	263553	576105	287037
966021	303127	336561	66657	306502
983416	547617	289543	398400	968313
286924	206313	974451	617133	350137
789083	381202	301322	919666	185080
957679	958581	212627	737116	85794
714424	778096	505470	721216	591852
149274	157812	653200	505637	299083
524534	634017	177863	983273	82846
763858	793318	574560	323838	455718
183636	330505	13958	690681	841551
353328	833917	413339	349074	144538
990518	79239	166266	662674	934360
63882	208665	66045	37937	524803
731801	326619	592025	617285	947707
794890	461342	699837	607042	401694
182041	293179	542181	643161	616527
29994	831990	588041	718492	395581
395276	490710	808694	351896	421417
325839	662200	790013	960146	571599
845393	814164	329332	345893	232915
489019	520253	949673	685618	452569
375753	401661	98094	780747	55591
517331	598857	848422	997149	541641
283868	36098	1758	413913	653960
646477	654057	280998	539671	375719
615771	835436	581771	488010	812974
255049	118882	981670	281514	434686
176780	107526	807605	195300	143460
228995	79078	216761	23121	39525
856623	637845	585502	560644	391362
572173	383794	719870	719710	869715
710573	292410	177099	121387	782982
211504	405765	324536	816623	682683
75242	578065	98432	743066	807107
301400	25701	691988	446901	408022
244741	160134	443586	276086	196179
264888	948058	534374	776627	286015
217620	752720	923755	61682	336790
492933	362835	853822	180176	547891
517646	890619	233210	656056	522805
396688	305235	81726	491130	827019
52742	890976	303003	765957	183313
954519	82351	265477	255265	937422
639850	667827	415154	732218	659515
886196	491339	840184	659011	356400
417477	805292	674407	791925	539518
756334	415047	453871	435790	939056
981858	314315	201428	677172	692853
198232	824803	389328	737525	652717
910150	109604	755148	517958	963432
433924	239664	687755	632592	41260
144533	593447	76122	936062	974750
879081	436634	726228	170460	437957
149058	806136	25631	935373	644093
465937	984280	531110	255669	475139
354128	775571	661465	859182	377391
961534	920890	881796	499525	428375
478857	890799	779646	734056	300422
349854	363888	758124	676121	894702
180972	151114	784033	563340	74049
321350	959129	678094	813168	668608
503808	962779	723398	187837	134037
321182	783901	287388	253785	732314
698685	285774	490692	377975	835620
481226	988777	655374	617824	303588
281062	894668	515420	687298	74672
834000	75264	988678	320014	591435
71359	396727	355542	871534	771021
105426	619925	524707	824961	182601
684802	448354	654124	146508	971011
936743	802974	995505	729338	779696
195953	255208	795602	980535	188150
798881	14088	403220	546231	272089
496693	120664	591299	727991	736381
506380	862641	800675	732109	407960
896589	243466	645884	174127	511473
488434	12692	883448	666831	176428
59861	96254	829679	561795	826252
403182	856811	121706	585448	66501
712366	229304	720816	364221	694560
357615	89422	980430	820537	909031
919656	120329	967469	852973	156767
333642	432704	786445	896652	945357
240488	734444	539629	549313	186767
7621	460942	745656	222027	513628
700606	935484	482646	812852	68129
380150	503336	598936	353908	315169
715726	628055	758814	927157	21858
741264	939595	339770	566178	498055
701359	271873	130048	496727	342215
377720	704856	186484	269752	850303
26927	531759	980714	468177	806748
878371	387478	910238	952295	987738
437094	586588	902416	72744	7220
80395	661870	649325	995511	592332
94446	713251	21458	843281	462194
171761	765216	963224	382176	165325
617563	174610	732853	712610	728741
106002	125879	225784	637663	256418
375212	337512	258121	98423	298712
835358	367653	704638	344227	812345
808633	57375	386412	875089	849429
855632	418994	582041	417619	926395
68448	688911	808302	741919	929737
340417	183121	668458	836677	873818
596025	939719	303822	392923	570269
462914	29555	707138	233605	665924
677061	72129	319794	830761	305094
664120	437278	126879	328525	638927
678661	253734	55438	556376	708135
784745	14580	230612	765729	553492
103848	745614	165351	244405	485563
156580	597752	937583	491602	238990
739871	395546	991097	892862	160697
398251	536746	247917	70285	864474
229105	214339	683439	952095	739015
56508	464703	240180	71350	638350
871460	896973	995780	243943	254371
230592	46283	920499	699603	30510
374687	172826	609680	859830	970738
879958	767310	994361	855385	895218
483869	660392	10994	649812	242564
409863	335265	966633	443788	608719
202079	452621	229364	981444	513524
99541	12408	839333	958494	173114
259548	13477	142033	218179	957006
149019	236474	856790	177340	659298
199502	225268	971886	523163	440720
393099	536445	871106	515505	206868
675321	680432	442262	94895	734657
284387	958524	92059	18086	154782
875804	374783	485713	46923	679637
791991	308820	966392	744929	398509
72189	129694	888134	291773	652815
884859	723877	287869	754529	775452
29672	2725	356888	740125	451475
465526	94136	752960	243468	206833
40183	276640	289953	334499	679575
437341	552151	135347	700669	667130
363058	15553	533565	909166	752103
221207	679047	268898	537564	967003
176257	324360	36023	574993	887220
196080	114450	218525	942252	757029
626727	152076	425497	100782	662731
170896	364445	599777	431537	549694
652516	437497	959861	941098	934851
870185	638836	197081	845281	500604
567168	426394	21527	765208	764437
215679	554484	21496	859669	104590
996903	445133	797707	675951	684497
300336	432447	995408	628952	517677
600817	680282	496636	689444	688995
39181	928999	26511	108269	149319
807083	205065	645816	591653	332076
689511	930826	589389	452113	462068
989420	855082	437801	596917	948784
80796	989882	6501	858109	389928
665580	586418	914176	518968	669179
710683	569976	528087	301993	820213
744641	108015	510787	147837	235260
777934	550138	264055	947031	992814
859306	771045	67041	518957	771689
652773	205493	490875	78292	427765
480310	242606	10176	627349	939809
2508	626915	125746	816043	441232
848001	570192	353262	847689	794118
191051	173421	717624	745495	65145
402131	338134	661972	991626	682284
233450	341626	421015	57394	763991
427749	897721	786018	127759	226847
993406	670248	117800	623406	334285
367583	923456	648982	599505	977439
789881	615540	605303	112584	873378
394951	446721	953454	29749	988134
404521	678086	392411	538260	166531
148018	16759	333613	395362	348576
297072	682520	809952	655209	892033
416217	827525	145419	512275	726686
468281	796783	947348	291364	501714
771704	799687	503792	371918	730702
496696	411389	671408	847302	142525
76103	226133	568806	441584	459899
105880	452983	35240	972960	556981
176567	815107	891491	287343	723860
34989	834726	586111	596556	21608
76282	708580	479802	494914	661059
819098	92506	297389	491875	76774
269899	697392	398282	786543	231169
779086	736831	583600	891317	393072
127550	569129	23986	278700	772698
910035	682494	363200	706865	355162
833451	660399	269984	701149	17293
396399	122654	240668	146240	923573
489561	157811	824060	491094	965586
138337	986736	654063	828928	956908
719507	698956	258644	637541	730730
882749	772015	47005	182526	735837
437512	694766	229630	687331	759339
831660	684124	324816	605033	771004
865084	510399	991601	995066	989468
634190	672444	249379	312471	366575
517075	234750	426503	262026	330381
540935	97163	687324	275803	303907
44328	821353	714217	115994	536337
980958	879507	788612	910159	500175
513409	521089	138683	764366	130742
106824	483335	20280	143158	614821
378304	309731	129747	287993	198928
759493	140352	319513	409292	440199
91035	140973	687840	303820	573076
321926	21890	677275	605641	496280
129857	750341	455855	972036	684005
439590	273000	572817	629882	913432
383611	17267	17715	846880	221966
928203	406066	579705	399279	312965
822670	153997	367014	712483	745875
958045	516961	189851	696512	175752
503771	502586	127351	688497	620796
448729	907460	123631	766120	99693
750305	234234	752875	52656	13119
209421	250887	574082	787231	748645
609328	25042	762608	405630	459023
841887	889342	746432	881673	405048
483857	130625	104547	947688	178584
304764	676928	411834	503915	606662
963814	382346	326743	434344	402820
820037	994217	875046	144711	718583
237422	177277	317511	569519	170652
20018	863204	830967	940655	291252
218059	986936	572355	436897	264241
831362	864033	30403	16538	788703
486485	460866	173221	782119	126203
517554	238853	729647	245511	154006
312749	467163	693883	517945	365254
84937	40593	133048	236346	643259
836580	925377	226066	760877	887749
300184	36061	438537	456311	434788
738892	334130	813245	782952	308135
436974	476242	495990	505836	993206
353492	546786	9532	338781	683011
531750	208613	722264	747438	639893
108091	576669	982534	863880	817216
805153	610261	920364	811752	317014
885399	313646	756884	667953	131267
180237	235799	48936	401255	614904
745796	891546	468582	461366	359495
809515	668451	154008	640659	78173
545920	410712	396390	349318	787346
41607	330460	743860	467438	720666
429936	378427	548015	84882	834050
747794	366798	595811	63924	670961
639285	167774	734480	496206	771764
930499	294121	34469	179950	176022
482642	546512	666914	572125	47016
31380	760354	257820	612608	231421
247673	707047	195925	216241	289329
63104	303822	647915	39525	427715
41745	509477	362541	162477	950931
92941	82810	184530	247006	881498
380251	531719	528863	31087	894966
993650	743717	285003	754301	32478
96417	721575	781983	267447	767113
763860	929048	95351	704673	721590
78635	589861	941000	179411	696762
931536	330352	932143	397356	573526
242619	1807	293807	851933	337811
321114	879440	361937	686130	663721
225352	474988	423103	334846	608171
824431	442483	859900	363466	340059
942148	6663	102326	449901	86772
858329	93979	663144	542327	670158
45317	678098	715811	768535	690347
859292	235827	265550	660308	319205
261863	458553	758554	486587	173773
378020	301033	366820	516844	534593
130888	265414	631755	540419	89356
67602	313474	126223	166077	206604
368289	225788	916088	264178	944768
614490	866790	65995	710660	663893
480746	42552	749507	459258	734176
83775	491611	991102	11259	216842
871952	569267	426882	510786	960074
315751	178117	283490	535514	930036
843969	251316	379350	281894	848077
812028	982856	810303	809097	777505
420676	493526	218610	758881	975907
104783	976994	595897	123436	542895
28142	111259	329370	358054	59626
620871	387608	33584	134845	622131
334013	730811	566710	409881	636299
29752	33093	263280	606403	936497
661929	988468	535745	547273	185770
872325	807608	672184	844045	83465
654136	356223	931210	161094	356246
835840	482317	989573	300141	801109
476242	412449	643820	658682	24670
714356	247848	901522	88645	992384
588667	547962	55423	207440	622987
686954	370662	324074	37897	742166
375882	111681	971557	795589	20174
959769	378550	564882	518090	708835
176297	781974	856477	335038	386088
92497	281330	982787	804345	964255
829255	333566	262052	10851	192057
161599	444378	674680	96651	784812
597524	775748	921399	602283	558423
142414	716853	324437	29243	419214
33308	349313	79377	855363	172028
116571	616262	43517	345622	886940
318942	910377	408699	11200	453077
113985	7147	519158	657964	637574
558622	826322	351972	623898	232978
791583	217517	302899	191996	937852
868011	216373	872647	935614	967673
681874	54788	683142	123410	234091
813946	677664	875821	804347	772966
588447	91238	873432	852400	718999
480484	919022	421220	430500	624778
712200	778127	108195	487029	905228
913931	290297	581518	295969	80583
264923	856384	758146	210416	94137
565095	98389	728351	9958	320551
156604	550846	826531	460942	58677
842014	76672	443687	71396	177706
789376	890765	564468	437355	634033
824309	614560	118254	696784	392996
460221	800093	691230	629208	966269
965140	416225	609726	213882	643189
56308	595937	33832	689196	148456
111221	897036	966320	941305	983758
254006	666594	235438	461560	312296
602050	793158	417388	110321	456181
726869	914879	556912	550900	338961
947727	992374	921114	424587	7208
570911	826680	891401	663545	307877
851754	694635	914732	356419	442716
90052	221796	616642	48100	160409
196774	567116	573568	217877	936838
424850	835219	934016	658972	681722
916069	765291	828907	639796	41816
229056	179773	73674	953939	679382
890658	647144	509978	94130	544160
981559	207457	761493	428086	182106
265003	67887	104539	280641	970397
79661	512870	480834	296780	434588
908594	981367	397272	190278	983112
909646	380543	234216	121945	967845
960775	867394	617125	129221	501287
620710	565199	197258	447972	367061
829713	32624	894172	625945	154418
653391	881659	830569	837162	863398
259244	566261	924034	690089	609962
677243	596268	578314	873529	375043
717043	460126	741833	462759	628021
310972	403251	823092	380075	637089
326236	893104	95250	994939	969314
663493	103474	64491	358739	296179
45150	210651	15286	458316	119911
580473	483794	639396	741399	368686
78647	97132	476430	808162	453038
676167	548343	140498	909261	606368
959631	221935	776839	413037	623350
667774	311557	807747	950856	468975
833267	875563	786816	725517	474042
725319	533703	246382	70282	154206
586570	335975	880717	38182	408454
281979	673545	177107	244007	488992
288634	7255	217419	483809	947729
57576	205881	855555	790789	682038
145228	114398	164048	507466	991812
183162	819995	857541	518155	683869
826745	772024	492655	468146	763230
291329	230190	213034	183092	299828
53022	626477	713442	15582	378517
400770	701321	989801	901052	939855
793870	71512	743934	789870	147828
579491	31904	584761	961225	949788
935051	407740	859545	898523	697707
995134	691380	350688	712262	174541
341089	570655	778258	944608	165674
938137	255467	304439	951130	611455
937842	826895	755781	70382	221481
622022	517439	582855	951442	910838
200020	578656	253323	705515	31284
367177	521795	545066	718131	889045
553724	13783	606231	615749	195950
390917	831221	362137	221982	118892
199931	339052	764460	437027	618449
782892	817236	536123	900901	975003
366339	734703	442331	674163	622706
980017	419937	529178	599712	678115
207661	747273	19967	755223	319159
690529	398938	494044	818235	495201
703196	241107	489773	333714	267011
987682	497687	221542	172216	31248
983862	673849	269516	270090	494746
312042	236917	541473	855366	106534
845931	839667	20940	858352	30766
257508	971053	635050	872162	513080
893340	307741	740683	848483	225335
869908	744191	258467	534082	879055
678453	980231	997282	631150	592373
321354	868202	142409	468365	239596
407814	177245	146838	653603	648570
393642	52109	70529	517024	478193
397223	417743	360868	226421	661924
559696	198536	486847	26584	547901
359920	397395	302942	799126	205828
246084	98986	735731	703552	171874
571220	769593	639390	870517	200706
781841	123077	99548	346406	47303
329736	20174	47730	901961	968648
519717	485174	743230	875232	156188
630027	235908	833375	120505	40672
878315	698232	545355	602260	29718
66642	587464	437619	130597	642475
84466	103101	941932	343421	462905
929310	608077	129100	39227	356097
267055	204773	797160	860174	223532
30377	752662	539424	531861	880898
177873	192600	632076	705993	48797
757016	348861	114626	39457	666496
907188	939892	693210	739421	584208
859158	929863	393955	253531	31049
715292	299600	572301	675846	86039
362799	683712	230348	123914	145809
126083	117670	441096	262793	77178
175913	426128	402957	379245	722931
836105	100979	808265	786127	7715
499607	548715	392708	329607	371559
461927	466457	448921	678459	240407
351716	771577	891671	693358	562778
306320	755481	77185	336997	996258
735468	466124	372736	21377	473356
542080	600763	325533	605660	789575
452781	964579	402023	133055	55364
237883	107388	895750	266323	62171
489872	385304	49638	19101	606126
658332	104818	407777	92158	795015
575270	695924	152598	789544	280665
262453	652360	449899	710313	488743
462352	318535	155485	399543	951073
367999	128642	512032	22927	975126
772145	54734	306679	525909	636610
22952	448489	491958	571554	317856
99167	622262	967592	305641	41725
919844	41723	189290	643384	127567
396923	489314	992400	709630	762077
448051	211391	560184	219271	92443
838726	794393	329552	765793	986471
39229	113594	794875	758818	252380
231047	536112	705051	400733	407955
39630	479064	105282	770012	614697
858923	863400	295565	7166	370596
504111	537034	626648	229325	358938
642530	443973	631028	78073	340033
257815	667743	907811	658197	779902
230582	418383	848651	412283	236940
364308	938863	167235	348422	899481
887686	269365	258507	757552	18515
634201	283615	288268	32911	708137
471587	47234	360374	575747	418091
456959	322179	805938	191419	481893
271381	754176	575491	897932	431503
410601	167117	796977	697919	801122
739820	325821	772572	928671	950581
750941	846345	578943	22921	840235
177665	841406	266145	489125	808105
213595	628377	83395	262447	709790
113543	116371	943078	808736	28938
402716	485418	176546	234204	521560
236797	303574	803014	622026	491331
232421	349524	844984	33387	586104
561958	118648	492627	843755	289430
363218	343873	46948	743200	749657
463249	501878	923909	760834	636077
306164	422189	962082	703221	290140
811295	433428	412419	436353	106781
165713	471161	655842	830257	294774
397807	243245	797823	740854	55642
436066	999321	301469	759677	502431
98609	253815	601772	720627	725081
484488	318119	670147	605671	285138
275001	723992	638318	318885	474007
715888	963502	342915	427471	748386
626350	225253	332548	41626	216943
173489	245338	680440	630899	157212
100783	66339	334006	697022	314817
761131	846374	550753	992123	886478
70006	381519	151831	588754	880494
559580	454988	521902	791691	303247
742866	492822	425370	618520	112504
281278	972056	521969	284946	153321
571469	888205	991610	887674	607160
372772	233693	464918	540078	576272
99464	190111	831130	900924	965089
720300	131190	336131	448047	422238
509579	59530	161537	777057	113854
683216	444216	724582	165873	147605
895763	8301	495463	730763	59211
740801	996239	160381	615519	483164
100533	19897	806230	951633	183288
171004	705522	361550	615787	605025
510919	962376	309950	994024	751951
737091	95584	783726	60390	644036
942258	840836	385527	637615	354048
61306	936169	762694	394688	494542
932931	98270	495759	76464	382449
916412	930805	649034	255097	231245
994409	214524	949467	268191	477546
937660	261818	326810	607324	776036
561778	48569	580331	880052	862632
879494	339193	302156	527864	879701
826754	9595	459188	861473	361882
528973	732159	15394	565287	902926
8432	404134	539556	683365	584450
934966	936885	975331	655788	847416
335308	910649	215303	493330	121063
191351	823934	66145	464486	241520
321302	928712	826937	845134	561416
658104	12284	384390	88396	816814
829895	803458	983580	675598	107846
313921	646334	346436	62717	346940
387450	400230	407510	78498	425963
610722	171380	366017	926391	422334
577340	763184	786696	811931	84056
765434	561516	946712	178714	14049
690057	944396	707630	870018	611888
575686	530665	948351	349011	419020
807820	205928	45353	796661	126298
936463	794042	38735	10190	715944
809950	701687	318532	511086	605420
758441	802575	353272	367116	936268
726955	860641	13193	446988	256134
444116	82891	376030	493965	129542
888483	122287	400323	10404	818355
129916	172345	832539	882398	247947
842341	70629	193659	547569	857473
364151	126824	252851	215506	686886
922571	961297	981633	208990	38799
81445	45815	195471	669147	572159
755385	638705	642579	155388	916108
767242	992947	870613	824852	799502
793034	270584	376480	23199	128065
177605	684776	144294	298157	437543
417825	912442	296359	339201	928980
590831	122406	516469	914035	686855
584692	290577	965081	51287	160628
708692	701689	461304	903026	101901
238008	710400	102327	689768	431434
415682	566279	251929	646037	337104
985981	848403	586935	830064	882858
170084	229598	636119	60702	43964
507315	522637	608033	322562	840395
762497	754967	269314	66382	510908
870102	721300	875844	264093	335936
844345	911785	605342	748946	969608
309151	196163	219573	228640	696714
458693	901730	267689	125977	874993
627758	283104	136286	146648	233410
268040	843987	350289	377862	873615
361508	624433	132509	44064	549632
674051	673178	806280	401248	362008
336294	662632	590044	441294	488654
648293	913757	504743	421383	407367
254708	297515	967906	475228	945983
180596	595528	901940	540698	645250
139712	52157	149781	646016	450099
315771	215998	978232	173746	451092
171418	566080	592686	968509	328834
40272	161493	664725	348623	701088
735810	259336	661318	194594	828997
568852	722820	895805	788158	656588
618251	343632	875621	488458	898234
373136	944901	632007	182194	423140
288520	545319	612957	78008	459568
590185	801987	470315	401840	695155
630768	329311	814088	705527	51867
290689	41666	550117	462034	991233
315825	975425	336010	354438	948828
425090	846456	130808	896147	395988
894869	399702	980479	540514	572832
769254	793530	918845	684033	878243
680263	252806	796179	70554	602211
571963	351057	708133	944308	610723
846522	476619	780257	227830	574843
398703	432224	861936	424702	811834
533911	339456	627211	62237	311704
656569	566406	929346	738006	3038
42856	669780	774432	16970	842788
845528	448841	340560	614133	135588
796424	616059	270377	439245	303393
996598	683817	625188	934174	556012
68060	275708	592819	630131	838556
202910	261199	873796	856114	658444
841699	955822	350181	64069	321005
38514	384056	351320	618211	914419
224575	572204	361966	701606	521694
973887	389178	988164	497176	266257
982711	93175	227828	374468	768912
579775	790128	384254	297098	228538
915024	532219	554014	928326	865015
571954	201483	815783	444829	836290
755848	477362	617287	927860	926470
573200	894623	441816	810574	583153
535251	815431	57222	738561	96459
509046	605357	712723	688680	518820
557550	513975	237773	653680	67969
234888	259230	9207	685350	212062
516161	197137	606769	736465	989484
509480	790681	1981	393308	141190
130398	759869	435157	228069	879157
948944	130373	446471	411861	305350
24811	950840	121868	633827	759689
408782	227562	496844	480654	291118
565063	766376	361477	62877	439286
421426	201979	560744	764612	56198
307824	341626	401062	388557	72672
181719	597926	489944	127889	771262
484253	616307	545338	452353	608317
692058	17936	532924	485262	394629
260644	99753	610444	310402	129971
145463	721618	876761	101505	126701
398447	25448	400640	845373	639520
993715	318377	33276	118194	715090
635468	165145	500741	177929	801778
237610	301156	481214	957116	996860
346710	170328	544642	436282	546698
600818	985928	627954	12890	817925
524432	641615	841254	742196	898211
433164	373094	567286	97624	464297
874393	540795	136020	88296	920148
379989	758713	764778	891653	899593
22727	467186	734063	914168	283855
728331	164547	507997	766777	829789
403620	79776	2825	770928	245495
350454	463133	802227	136411	889855
444961	136430	718635	803152	838340
941155	340556	755202	708295	531189
162510	841197	907286	720644	341268
884193	943909	560143	434716	563187
38277	255318	880962	902388	692603
279145	540114	497224	759913	117280
633969	119433	191197	184345	101911
172873	223762	824043	529863	599352
741739	989926	906707	280159	232264
650103	946596	700403	940709	924629
966612	73422	818371	732309	957650
652825	383493	159501	823768	165550
136109	793907	679423	338148	58151
888003	477476	327516	53781	513876
862288	911804	956214	308423	613645
736050	834350	485848	683689	618555
355723	773962	474417	895006	271613
400600	666690	742952	53106	188250
903596	367348	502449	762940	971112
953989	740638	793273	580931	581063
95963	742757	433880	616205	250703
265786	689703	392980	614638	684974
380059	95270	921888	272704	931113
851243	499342	213802	460430	596097
273376	157577	282309	469429	622031
511075	488711	713248	446283	545094
515527	858366	225103	41346	429299
496556	324395	451245	5941	950197
303649	476672	779946	210088	299286
368931	716407	411292	907805	959823
491017	471699	527854	861434	375131
798978	904934	17562	861738	401242
883709	964523	571455	424173	180037
224318	377426	60763	474036	896416
